PopularWords,Good morning,Good night,Happy New Year,Happy birthday,I love you,I miss you,Merry Christmas,Thank you,baby,bear,beautiful,black,blue,cat,dog,family,father,friend,husband,light,love,moon,mother,my love,peace,red,sorry,star,sun,water,white,wife,wolf
Latvian,Labrīt,Ar labunakti,Laimīgu Jauno gadu,Daudz laimes dzimšanas dienā,Es mīlu Tevi,man tevis pietrūkst,Priecīgus Ziemassvētkus,Paldies,mazulis,paciest,skaists,melns,zils,kaķis,suns,ģimene,tēvs,draugs,vīrs,gaisma,mīlestība,mēness,māte,mana mīlestība,miers,sarkans,Atvainojiet,zvaigzne,saule,ūdens,balts,sieva,vilks
Lithuanian,Labas rytas,Labos nakties,Laimingų Naujųjų metų,Su gimtadieniu,Aš tave myliu,aš tavęs pasiilgau,linksmų Kalėdų,Ačiū,kūdikis,turėti,gražus,juodas,mėlynas,katė,šuo,šeimos,tėvas,draugas,vyras,šviesa,meilė,mėnulis,motina,Mano meilė,taika,raudonas,atsiprašau,žvaigždė,saulė,vanduo,baltas,žmona,vilkas
Luxembourgish,Gudde Moien,Gutt Nuecht,Schéint Neit Joer,Alles Guddes fir de Gebuertsdag,Ech hunn dech gär,ech vermëssen dech,Schéi Chrëschtdeeg,Merci,Puppelchen,droen,schéin,schwaarz,blo,Kaz,Hond,Famill,Papp,Frënd,Mann,Liicht,Léift,Mound,Mamm,meng Léift,Fridden,Rout,entschëllegt,Stär,Sonn,Waasser,wäiss,Fra,Wollef
Macedonian,Добро утро,Добра ноќ,Среќна Нова година,Среќен роденден,Те сакам,ми недостигаш,среќен Божиќ,Ти благодарам,бебе,носат,прекрасна,црна,сина,мачка,куче,семејство,татко,пријател,сопруг,светлина,љубов,месечината,мајка,љубов моја,мир,црвена,жал,ѕвезда,сонцето,вода,бела,жена,волк
Malagasy,Salama,Tafandria mandry,Tratry ny taona,Tratry ny tsingerintaona nahaterahana,tiako ianao,malahelo anao aho,tratry ny krismasy,Misaotra anao,zazakely,hitondra,tsara tarehy,mainty,manga,saka,alika,family,ray,namana,lehilahy,fahazavana,fitiavana,volana,reny,ry tiako,fandriampahalemana,mena,miala tsiny,kintana,masoandro,rano,fotsy,vady,amboadia
Malay,Selamat Pagi,Selamat Malam,Selamat tahun Baru,Selamat Hari lahir,saya sayang awak,saya rindu awak,Selamat Hari Natal,Terima kasih,bayi,menanggung,indah,hitam,biru,kucing,anjing,keluarga,bapa,rakan,suami,cahaya,suka,bulan,ibu,cinta saya,keamanan,merah,maaf,bintang,matahari,air,putih,isteri,serigala
Malayalam,സുപ്രഭാതം,ശുഭ രാത്രി,പുതുവത്സരാശംസകൾ,ജന്മദിനാശംസകൾ,ഞാൻ നിന്നെ സ്നേഹിക്കുന്നു,ഞാന് നിങ്ങളെ വല്ലാതെ നഷ്ടപ്പെടുന്ന പോലെ,സന്തോഷകരമായ ക്രിസ്മസ്,നന്ദി,ശിശു,കരടി,മനോഹരമായ,കറുത്ത,നീല,പൂച്ച,നായ്,കുടുംബം,പിതാവ്,സ്നേഹിതന്,ഭര്ത്താവ്,വെളിച്ചം,സ്നേഹം,ചന്ദ്രൻ,അമ്മ,എന്റെ പ്രണയം,സമാധാനം,ചുവന്ന,ക്ഷമിക്കണം,നക്ഷത്രം,സൂര്യൻ,വെള്ളം,വെളുത്ത,ഭാര്യ,ചെന്നായ
Maltese,Bongu,Il-lejl it-tajjeb,Is-sena it-tajba,happy birthday,I love you,nimmissjak,il-Milied it-tajjeb,Grazzi,tarbija,iġorru,sbieħ,iswed,blu,qattus,kelb,familja,missier,ħabib,raġel,dawl,imħabba,qamar,omm,imħabba tiegħi,paċi,aħmar,sorry,stilla,xemx,ilma,abjad,mara,lupu
Maori,ata pai,po pai,Tau Hou hari,huritau hari,aroha ana ahau ki a koe,mahue ahau a koutou,Merry Christmas,Mauruuru koe,tamaiti,mau,ataahua,pango,puru,ngeru,kuri,whānau,papa,hoa,tane,marama,aroha,marama,whaea,toku aroha,te rongo,whero,pouri,whetu,ra,wai,ma,wahine,wuruhi
Marathi,शुभ प्रभात,शुभ रात्री,नवीन वर्षाच्या शुभेच्छा,वाढदिवसाच्या शुभेच्छा,मी तुझ्यावर प्रेम करतो,मला तुझी आठवण येते,मेरी ख्रिसमस,धन्यवाद,बाळ,सहन,सुंदर,काळा,निळा,मांजर,कुत्रा,कुटुंब,वडील,मित्र,नवरा,प्रकाश,प्रेम,चंद्र,आई,माझे प्रेम,शांतता,लाल,दु: ख,तारा,सूर्य,पाणी,पांढरा,पत्नी,लांडगा
Mongolian,өглөөний мэнд,Сайн шөнө,Шинэ жилийн мэнд хүргэе,Төрсөн өдрийн мэнд,Би чамд хайртай,Би чамайг санаж байна,Merry Christmas,Баярлалаа,хүүхэд,үүрэх,сайхан,хар,хөх,муур,нохой,гэр бүл,аав,найз,нөхөр нь,гэрэл,хайртай,сар,ээж,миний хайр,амар амгалан,улаан,уучлаарай,од,нар,ус,цагаан,эхнэр,чоно
Myanmar (Burmese),မင်္ဂလာနံနက်ခင်းပါ,ကောင်းသောညပါ,ပျော်ရွှင်ဖွယ်နှစ်သစ်,ပျော်ရွင်ဖွယ်ရာမွေးနေ့,မင်းကိုချစ်တယ်,ကိုယ်မင်းကိုလွမ်းတယ်,ပျော်ရွှင်သောခရစ္စမတ်ဖြစ်ပါစေ,ကျေးဇူးတင်ပါတယ်,ကလေး,ဝက်ဝံ,လှသောအဆင်း,အနက်ရောင်,ပြာသော,ကွောငျ,ခှေး,မိသားစု,ဖခင်,မိတျဆှေ,ခင်ပွန်း,အလင်း,ချစ်ခြင်းမေတ္တာ,လ,မိခင်,ငါ့အချစ်,ငြိမ်းချမ်းရေး,နီသော,တောင်းပန်ပါတယ်,ကြယ်,နေ,ရေ,အဖြူ,ဇနီး,ဝံပုလွေ
Nepali,शुभ - प्रभात,शुभ रात्री,नयाँ बर्षको शुभकामना,जन्मदिनको,म तिमीलाई माया गर्छु,म तपाईंलाई सम्झना,प्रमुदित क्रिसमस,धन्यवाद,बच्चा,सहन,सुन्दर,कालो,नीलो,बिरालो,कुकुर,परिवार,बुबा,मित्र,पति,प्रकाश,प्रेम,चन्द्र,आमा,मेरो प्यार,शान्ति,रातो,माफ गर्नुहोस्,तारा,सूर्य,पानी,सेतो,पत्नी,ब्वाँसो
Norwegian,God morgen,God natt,Godt nytt år,Gratulerer med dagen,Jeg elsker deg,Jeg savner deg,god jul,Takk skal du ha,baby,Bjørn,vakker,svart,blå,katt,hund,familie,far,venn,mann,lett,kjærlighet,måne,mor,min kjærlighet,fred,rød,Beklager,stjerne,sol,vann,hvit,kone,ulv
Odia,ଶୁଭ ସକାଳ,ଶୁଭରାତ୍ରୀ,ନବବର୍ଷର ଶୁଭେଚ୍ଛା,ଜନ୍ମଦିନର ଅଭିନନ୍ଦନ,ମୁଁ ତୁମକୁ ଭଲପାଏ,ମୁଁ ତୁମକୁ ମନେ ପକାଏ,ବଡ଼ ଦିନର ହାର୍ଦିକ ଅଭିନନ୍ଦନ,ଧନ୍ୟବାଦ,ଶିଶୁ,ଭାଲୁ,ସୁନ୍ଦର,କଳା,ନୀଳ,ବିଲେଇ,କୁକୁର,ପରିବାର,ବାପା,ସାଙ୍ଗ,ସ୍ୱାମୀ,ଆଲୋକ,ପ୍ରେମ,ଚନ୍ଦ୍ର,ମା,ମୋ ପ୍ରେମ,ଶାନ୍ତି,ନାଲି,ଦୁ sorry ଖିତ,ତାରା,ସୂର୍ଯ୍ୟ,ଜଳ,ଧଳା,ପତ୍ନୀ,ଗଧିଆ
Pashto,سهار مو پخير,ښه شپه,نوی کال مو مبارک شه,کلیزه دی نیکمرغه,زه ستا سره مینه لرم,زما یادېږی,کرسمس مو مبارک,مننه,ماشوم,بیرغ,ښکلی,تور,آبي,پيشو,سپی,کورنۍ,پلار,ملګری,میړه,ر .ا,مينه,سپوږمۍ,مور,زما مینه,سوله,سور,بخښنه,ستوری,لمر,اوبه,سپین,ښځه,لیوه
Persian,صبح بخیر,شب بخیر,سال نو مبارک,تولدت مبارک,دوستت دارم,دلم برات تنگ شده,کریسمس مبارک,متشکرم,عزیزم,خرس,خوشگل,سیاه,آبی,گربه,سگ,خانواده,پدر,دوست,شوهر,سبک,عشق,ماه,مادر,عشق من,صلح,قرمز,متاسف,ستاره,آفتاب,اب,سفید,زن,گرگ
Polish,Dzień dobry,Dobranoc,Szczęśliwego Nowego Roku,Wszystkiego najlepszego,kocham Cię,tęsknię za Tobą,Wesołych Świąt,Dziękuję Ci,dziecko,Niedźwiedź,piękny,czarny,niebieski,kot,pies,rodzina,ojciec,przyjaciel,mąż,lekki,miłość,księżyc,mama,moja miłość,pokój,czerwony,Przepraszam,gwiazda,słońce,woda,biały,żona,Wilk
Portuguese,Bom Dia,Boa noite,Feliz Ano Novo,Feliz Aniversário,eu te amo,Eu sinto sua falta,feliz Natal,Obrigado,bebê,Urso,bonita,Preto,azul,gato,cachorro,família,pai,amigos,marido,luz,amor,lua,mãe,meu amor,Paz,vermelho,desculpa,Estrela,dom,agua,branco,esposa,Lobo
Punjabi,ਸ਼ੁਭ ਸਵੇਰ,ਸ਼ੁਭ ਰਾਤ,ਨਵਾ ਸਾਲ ਮੁਬਾਰਕ,ਜਨਮਦਿਨ ਮੁਬਾਰਕ,ਮੈਂ ਤੁਹਾਨੂੰ ਪਿਆਰ ਕਰਦਾ ਹਾਂ,ਮੈਨੂੰ ਤੁਸੀ ਯਾਦ ਆਉਂਦੋ ਹੋ,ਮੇਰੀ ਕਰਿਸਮਸ,ਤੁਹਾਡਾ ਧੰਨਵਾਦ,ਬੇਬੀ,ਰਿੱਛ,ਸੁੰਦਰ,ਕਾਲਾ,ਨੀਲਾ,ਬਿੱਲੀ,ਕੁੱਤਾ,ਪਰਿਵਾਰ,ਪਿਤਾ,ਦੋਸਤ,ਪਤੀ,ਰੋਸ਼ਨੀ,ਪਿਆਰ,ਚੰਦ,ਮਾਂ,ਮੇਰਾ ਪਿਆਰ,ਸ਼ਾਂਤੀ,ਲਾਲ,ਮਾਫ ਕਰਨਾ,ਤਾਰਾ,ਸੂਰਜ,ਪਾਣੀ,ਚਿੱਟਾ,ਪਤਨੀ,ਬਘਿਆੜ
Romanian,Buna dimineata,Noapte buna,An Nou Fericit,La multi ani,te iubesc,Mi e dor de tine,Craciun Fericit,Mulțumesc,bebelus,urs,frumoasa,negru,albastru,pisică,câine,familie,tată,prieten,soț,ușoară,dragoste,lună,mamă,Iubirea mea,pace,roșu,scuze,stea,soare,apă,alb,soție,lup
Russian,Доброе утро,Доброй ночи,С новым годом,С днем ​​рождения,я люблю тебя,я скучаю по тебе,счастливого Рождества,спасибо,детка,медведь,красивая,черный,синий,Кот,собака,семья,отец,друг,муж,свет,любовь,Луна,мама,моя любовь,мир,красный,Прости,звезда,солнце,вода,белый,жена,волк
Samoan,oa mai le ataeao,manuia le po,Manuia le Tausaga Fou,Manuia le aso fanau,oute alofa ia oe,ua ou misia oe,manuia le Kirisimasi,faafetai,pepe,urosa,aulelei,lanu uliuli,lanu moaga,pusi,maile,aiga,tama,uo,tane,malamalama,alofa,masina,tina,o loʻu alofa,filemu,lanu mumu,malie,fetu,la,vai,lanu paʻepaʻe,ava,luko
Scots Gaelic,Madainn mhath,Oidhche mhath,Bliadhna Mhath Ùr,Co-là-breith math,tha gaol agam ort,tha mi gad ionndrainn,Nollaig Chridheil,Tapadh leat,pàisde,mathan,bòidheach,Dubh,gorm,cat,cù,teaghlach,athair,caraid,cèile,aotrom,ghaoil,ghealach,màthair,mo ghaol,sìth,dearg,duilich,rionnag,ghrian,uisge,geal,bean,madadh-allaidh
Serbian,Добро јутро,Лаку ноћ,Срећна Нова година,Срећан рођендан,Волим те,Недостајеш ми,срећан Божић,Хвала вам,беба,медвед,Лепа,црн,Плави,мачка,пас,породица,отац,пријатељ,супруг,светло,љубав,месец,мајка,моја љубав,мир,црвен,извињавам се,Звезда,сунце,вода,бео,жена,вук
Sesotho,Khotsong,Robala hantle,Mahlohonolo a selemo se secha,Letsatsi le monate la tsoalo,kea u rata,ke u hopotse,kereseme e monate,kea leboha,lesea,jara,ntle,ba batsho,putsoa,katse,ntja,lelapa,ntate,motsoalle,monna,khanya,rata,khoeli,'mè,lerato la ka,khotso,khubelu,masoabi,naleli,letsatsi,metsi,tšoeu,mosali oa,phiri
Shona,Mangwanani akanaka,Manheru akanaka,Goredzva Rakanaka,Bhavhadhe rinofadza,Ndinokuda,ndinokusuwa,Kisimusi yakanaka,Ndatenda,mucheche,bere,runako,nhema,bhuruu,katsi,imbwa,mhuri,baba,shamwari,murume,chiedza,rudo,mwedzi,Amai,mudiwa wangu,rugare,tsvuku,ndine hurombo,nyeredzi,zuva,mvura,chena,mukadzi,mhumhi
Sindhi,صبح جو سلام,رات جو سلام,نئون سال مبارڪ,سالگراه مبارڪ,مون کي تو سان پيار آهي,مونکي ياد ٿا اچو,ميري ڪرسمس,توهان جي مهرباني,ٻار,برداشت ڪرڻ,خوبصورت,ڪارو,نيرو,ٻلي,ڪُتو,خاندان,پيء,دوست,مڙس,روشني,پيار,چنڊ,ماء,منهنجو پيار,امن,ڳاڙهو,افسوس,تارو,سج,پاڻي,اڇو,زال,بگھڙ
Sinhala,සුභ උදෑසනක්,සුභ රාත්රියක්,සුභ නව වසරක්,සුබ උපන්දිනයක් වේවා,මම ඔයාට ආදරෙයි,මට ඔයාව දැනෙනවා,සුබ නත්තලක්,ඔබට ස්තුතියි,ළදරු,වලහා,ලස්සන,කලු,නිල්,බළලා,බල්ලා,පවුලක්,පියා,මිතුරා,ස්වාමිපුරුෂයා,ආලෝකය,ආදරය,සඳ,මව,මගේ ආදරය,සාම,රතු,සමාවන්න,තරු,හිරු,ජලය,සුදු,බිරිඳ,වෘකයා
Slovak,Dobré ráno,Dobrú noc,Šťastný nový rok,Šťastné narodeniny,Ľúbim ťa,chýbaš mi,veselé Vianoce,Ďakujem,dieťa,medveď,krásny,čierna,Modrá,mačka,pes,rodina,otec,priateľ,manžel,svetlo,milovať,mesiac,matka,moja láska,mier,červená,Prepáč,hviezda,slnko,voda,biely,žena,vlk
Slovenian,Dobro jutro,Lahko noč,Srečno novo leto,Vse najboljše,Ljubim te,pogrešam te,vesel božič,Hvala vam,dojenček,nosi,lepa,črna,blue,mačka,pes,družina,oče,prijatelj,mož,svetloba,ljubezen,luna,mati,moja ljubezen,mir,rdeča,žal mi je,zvezda,sonce,voda,bela,žena,volk
Somali,Subax wanaagsan,habeen wanaagsan,Happy New Year,Dhalasho Wacan,waan ku jeclahay,Waan kuu xiisay,yuul,Mahadsanid,ilmaha,dhali,qurux badan,madow,buluug,cat,eyga,qoyska,aabbahay,saaxiib,ninkeeda,light,jeclahay,moon,hooyo,jacaylkayga,nabadda,cas,ka xumahay,xiddiga,qorraxdu,biyaha,white,xaaskiisa,Yeeyi
Spanish,Buenos días,Buenas noches,Feliz año nuevo,Feliz cumpleaños,te amo,Te echo de menos,Feliz Navidad,Gracias,bebé,oso,hermosa,negro,azul,gato,perro,familia,padre,amigo,marido,luz,amor,Luna,madre,mi amor,paz,rojo,lo siento,estrella,sol,agua,blanco,esposa,lobo
Sundanese,Wilujeng énjing,Wilujeng wengi,Wilujeng taun énggal,Wilujeung tepang taun,abdi bogoh ka anjeun,abdi sono ka anjeun,Wilujeng Natal,hatur nuhun,orok,biruang,geulis,hideung,biru,ucing,anjing,kulawarga,bapa,sobat,carogé,cahaya,bogoh,bulan,indung,kabogoh abdi,katengtreman,beureum,punten,bentang,panonpoé,cai,bodas,pamajikan,ajag
Swahili,Habari za asubuhi,Usiku mwema,Heri ya mwaka mpya,Furaha ya kuzaliwa,nakupenda,ninakukosa rohoni,Krismasi Njema,Asante,mtoto,kubeba,nzuri,nyeusi,bluu,paka,mbwa,familia,baba,rafiki,mume,mwanga,upendo,mwezi,mama,mpenzi wangu,amani,nyekundu,pole,nyota,jua,maji,nyeupe,mke,mbwa Mwitu
Swedish,God morgon,Godnatt,Gott nytt år,Grattis på födelsedagen,jag älskar dig,jag saknar dig,god Jul,Tack,bebis,Björn,vacker,svart,blå,katt,hund,familj,far,vän,man,ljus,kärlek,måne,mor,min kärlek,fred,röd,förlåt,stjärna,Sol,vatten,vit,fru,Varg
Tajik,Субҳ ба хайр,Шаби хуш,Соли Нав Муборак,Зодрӯз муборак,Ман туро дӯст медорам,ман туро пазмон шудам,мавлуди Исо муборак,сипос,кӯдак,ба зимма,зебо,сиёҳ,кабуд,гурба,саг,оила,падар,дугона,шавҳар,сабук,дӯст доштан,моҳ,модар,азизи ман,сулҳ,сурх,Узр,ситора,офтоб,об,сафед,зан,гург
Tamil,காலை வணக்கம்,இனிய இரவு,புத்தாண்டு வாழ்த்துக்கள்,பிறந்தநாள் வாழ்த்துக்கள்,நான் உன்னை காதலிக்கிறேன்,நான் நீங்கள் தவற,மெர்ரி கிறிஸ்துமஸ்,நன்றி,குழந்தை,தாங்க,அழகான,கருப்பு,நீல,பூனை,நாய்,குடும்ப,அப்பா,நண்பன்,கணவர்,ஒளி,அன்பு,சந்திரன்,தாய்,என் காதல்,சமாதானம்,சிவப்பு,மன்னிக்கவும்,நட்சத்திர,சூரியன்,நீர்,வெள்ளை,மனைவி,ஓநாய்
Tatar,Хәерле иртә,Әйбәт төн,Яңа ел белән,Туган көн белән,мин сине яратам,сагынам сине,Раштуа белән,Рәхмәт,сабый,аю,матур,кара,зәңгәр,мәче,эт,гаилә,әтисе,дус,ир,яктылык,мәхәббәт,ай,әни,ярым,тынычлык,кызыл,гафу итегез,йолдыз,кояш,су,белый,хатыны,бүре
Telugu,శుభోదయం,శుభ రాత్రి,నూతన సంవత్సర శుభాకాంక్షలు,పుట్టినరోజు శుభాకాంక్షలు,నేను నిన్ను ప్రేమిస్తున్నాను,నేను నిన్ను మిస్ అవుతున్నాను,క్రిస్మస్ శుభాకాంక్షలు,ధన్యవాదాలు,బేబీ,భరించలేదని,అందమైన,బ్లాక్,నీలం,పిల్లి,కుక్క,కుటుంబం,తండ్రి,స్నేహితుడు,భర్త,కాంతి,ప్రేమ,చంద్రుడు,తల్లి,నా ప్రియతమా,శాంతి,ఎరుపు,క్షమించండి,స్టార్,సూర్యుడు,నీటి,తెలుపు,భార్య,తోడేలు
Thai,สวัสดีตอนเช้า,ราตรีสวัสดิ์,สวัสดีปีใหม่,สุขสันต์วันเกิด,ผมรักคุณ,ฉันคิดถึงคุณ,สุขสันต์วันคริสต์มาส,ขอขอบคุณ,ทารก,หมี,สวย,สีดำ,สีน้ำเงิน,แมว,หมา,ครอบครัว,พ่อ,เพื่อน,สามี,เบา,ความรัก,ดวงจันทร์,แม่,ที่รัก,ความสงบ,สีแดง,ขอโทษ,ดาว,ดวงอาทิตย์,น้ำ,ขาว,ภรรยา,หมาป่า
Turkish,Günaydın,İyi geceler,Mutlu Yıllar,Doğum günün kutlu olsun,seni seviyorum,seni özledim,mutlu Noeller,teşekkür ederim,bebek,ayı,güzel,siyah,mavi,kedi,köpek,aile,baba,arkadaş,koca,ışık,Aşk,ay,anne,aşkım,Barış,kırmızı,afedersiniz,yıldız,Güneş,Su,beyaz,kadın eş,kurt
Turkmen,Ertiriňiz haýyrly bolsun!,Gijäň rahat bolsun!,Täze ýylyňyz gutly bolsun,Doglan günüň bilen,men seni söýýärin,Seni göresim gelýär,Täze ýyl gutly bolsun,Sagbol,çaga,aýy,owadan,gara,gök,pişik,it,maşgala,kakasy,dost,adamsy,ýagtylyk,söýgi,Aý,ejesi,meniň söýgim,parahatçylyk,gyzyl,Bagyşlaň,ýyldyz,gün,suw,ak,aýaly,möjek
Ukrainian,Доброго ранку,Надобраніч,Щасливого Нового року,З Днем народження,я тебе люблю,я сумую за тобою,щасливого Різдва,Дякую,дитина,нести,гарний,чорний,синій,кіт,пес,сім'я,батько,друг,чоловік,світло,любов,місяць,мати,моя любов,мир,червоний,вибачте,зірка,сонце,вода,білий,дружина,вовк
Urdu,صبح بخیر,شب بخیر,نیا سال مبارک ہو,سالگرہ مبارک,میں تم سے پیار کرتا ہوں,میں تمہیں یاد کرتا,میری کرسمس,آپ کا شکریہ,بچه,برداشت,خوبصورت,سیاہ,نیلے,بلی,کتا,خاندان,والد صاحب,دوست,شوہر,روشنی,محبت,چاند,ماں,میری محبت,امن,سرخ,معذرت,ستارہ,سورج,پانی,سفید,بیوی,بھیڑیا
Uyghur,خەيرلىك ئەتىگەن!,خەيرلىك كەچ!,يېڭى يىلىڭىزغا مۇبارەك بولسۇن,تۇغۇلغان كۈنىڭىزگە مۇبارەك,مەن سىزنى ياخشى كۆرىمەن,سېنى سېغىندىم,روژدېستۋو بايرىمىڭىزغا مۇبارەك بولسۇن,رەھمەت سىزگە,بوۋاق,ئېيىق,چىرايلىق,black,كۆك,مۈشۈك,ئىت,ئائىلە,دادىسى,دوستى,ئېرى,نۇر,مۇھەببەت,ئاي,ئانا,مېنىڭ مۇھەببىتىم,تىنچلىق,قىزىل,كەچۈرۈڭ,star,قۇياش,water,ئاق,ئايالى,بۆرە
Uzbek,Xayrli tong,Xayrli tun,Yangi yilingiz bilan,Tug'ilgan kuning bilan,Men seni Sevaman,sizni sog'indim,Rojdestvo bilan,rahmat,chaqaloq,ayiq,chiroyli,qora,ko'k,mushuk,it,oila,ota,do'st,er,yorug'lik,sevgi,oy,Ona,mening muhabbatim,tinchlik,qizil,Kechirasiz,yulduz,quyosh,suv,oq rang,rafiqa,bo'ri
Vietnamese,Chào buổi sáng,Chúc ngủ ngon,Chúc mừng năm mới,Chúc mừng sinh nhật,Anh yêu em,Tôi nhớ bạn,Giáng sinh vui vẻ,Cảm ơn bạn,đứa bé,chịu,đẹp,đen,màu xanh da trời,con mèo,chó,gia đình,cha,người bạn,người chồng,ánh sáng,yêu,mặt trăng,mẹ,tình yêu của tôi,Hòa bình,Đỏ,lấy làm tiếc,ngôi sao,mặt trời,Nước,trắng,người vợ,chó sói
Welsh,bore da,Nos da,Blwyddyn Newydd Dda,Penblwydd hapus,Rwy'n dy garu di,Dwi yn methu ti,Nadolig Llawen,Diolch,babi,arth,hardd,du,glas,cath,ci,teulu,tad,ffrind,gwr,golau,cariad,lleuad,mam,fy nghariad,heddwch,Coch,Mae'n ddrwg,seren,haul,dŵr,gwyn,gwraig,Blaidd
Xhosa,Mholo ngalentsasa,Busuku benzolo,Nyakhomtsha,Usuku lokuzalwa olumnandi,Ndiyakuthandana,ndiyakukhumbula,Ikrismesi emnandi,Enkosi,umntwana,ibhere,entle,mnyama,luhlaza,ikati,inja,usapho,utata,umhlobo,umyeni,ukukhanya,uthando,inyanga,umama,sthandwa,uxolo,bomvu,uxolo,inkwenkwezi,ilanga,amanzi,mhlophe,umfazi,Ingcuka
Yiddish,גוט מארגן,א גוטע נאכט,א גוט געבענטשט יאר,מזל דיין געבורסטאָג,איך האב דיר ליב,איך בענק זיך נאָך דיר,לעבעדיק ניטל,אדאנק,בייבי,בער,שיין,שוואַרץ,בלוי,קאַץ,הונט,מישפּאָכע,טאַטע,פרייַנד,מאַן,ליכט,ליבע,לעוואָנע,מוטער,מיין ליב,שלום,רויט,נעבעכדיק,שטערן,זון,וואַסער,ווייַס,פרוי,וואָלף
Yoruba,E kaaro,Kasun layọ o,"E ku odun, eku iyedun",O ku ojo ibi,mo nifẹ rẹ,Aro re so mi,ikini ọdun keresimesi,e dupe,baby,rù,lẹwa,dudu,blue,o nran,aja,ebi,baba,ore,ọkọ,ina,ni ife,oṣupa,iya,ifẹ mi,alafia,pupa,binu,star,oorun,omi,funfun,iyawo,Ikooko
Zulu,Sawubona,Ulale kahle,Jabulela unyaka omusha,Usuku olumnandi lokuzalwa,Ngiyakuthanda,ngikukhumbulile,Jabulela Ukhisimusi,Ngiyabonga,ingane,athwale,enhle,black,blue,cat,inja,umndeni,uyise,umngane,umyeni,ukukhanya,uthando,inyanga,unina,Sthandwa sami,ukuthula,obomvu,sorry,inkanyezi,ilanga,amanzi,emhlophe,unkosikazi,impisi
